Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Bangalore,2014,56000,Diesel,Automatic,First,20.447,2179,187.7,5.0,34.5,Land,Rover,6
Mumbai,2008,125000,Petrol,Automatic,Third,18.837,2354,177.6,5.0,2.6,Honda,Accord,12
Kochi,2017,29219,Diesel,Manual,First,20.9139,2494,100.6,8.0,13.48,Toyota,Innova,3
Hyderabad,2018,39927,Diesel,Manual,First,20.2055,2982,168.5,7.0,32.1,Toyota,Fortuner,2
Kochi,2018,38593,Petrol,Manual,First,30.107,1199,88.7,5.0,6.17,Honda,Jazz,2
Kolkata,2015,32000,Petrol,Manual,First,27.37,1497,118.0,5.0,5.5,Honda,City,5
Hyderabad,2017,28226,Diesel,Automatic,First,45.724000000000004,1248,73.75,5.0,9.15,Maruti,Dzire,3
Pune,2014,95000,Diesel,Manual,First,34.8404,1461,84.8,5.0,4.5,Nissan,Sunny,6
Coimbatore,2016,14821,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,5.37,Honda,Brio,4
Bangalore,2012,52000,Petrol,Manual,First,24.2144,1598,103.6,5.0,5.45,Volkswagen,Vento,8
Mumbai,2016,33000,Diesel,Manual,First,25.76,2179,140.0,7.0,9.25,Mahindra,XUV500,4
Chennai,2016,29200,Diesel,Manual,First,37.03,1498,98.96,5.0,7.7,Ford,EcoSport,4
Hyderabad,2012,99754,Diesel,Manual,First,28.5292,1968,108.49,5.0,7.99,Skoda,Yeti,8
Chennai,2012,49000,Petrol,Manual,First,32.7796,1197,78.9,5.0,3.0,Hyundai,i10,8
Coimbatore,2018,38310,Diesel,Manual,First,33.2465,1248,88.7,5.0,6.69,Tata,Zest,2
Delhi,2014,56000,Diesel,Manual,First,36.869,1248,74.0,5.0,4.25,Maruti,Swift,6
Kolkata,2017,31300,Diesel,Automatic,First,34.9692,1498,108.4,5.0,10.5,Skoda,Rapid,3
Coimbatore,2019,11241,Diesel,Manual,First,22.024800000000003,2393,147.8,8.0,22.55,Toyota,Innova,1
Pune,2014,48000,Petrol,Manual,Second,27.386100000000003,1591,121.3,5.0,5.2,Hyundai,Verna,6
Coimbatore,2019,23882,Petrol,Manual,First,28.014,1497,117.3,5.0,11.87,Honda,City,1
Hyderabad,2014,65000,Diesel,Manual,First,41.86,1498,98.6,5.0,6.99,Honda,City,6
Jaipur,2011,50000,Diesel,Manual,First,33.0694,1598,103.6,5.0,5.0,Volkswagen,Vento,9
Chennai,2014,25000,Diesel,Automatic,First,19.6259,2967,236.0,5.0,44.0,Audi,Q5,6
Chennai,2015,21000,Petrol,Manual,First,36.611399999999996,796,47.3,5.0,2.79,Maruti,Alto,5
Pune,2012,148000,Diesel,Manual,Second,34.00320000000001,1248,88.8,5.0,2.9,Tata,Manza,8
Delhi,2016,68000,Petrol,Manual,First,24.6169,1591,121.3,5.0,9.85,Hyundai,Creta,4
Bangalore,2014,52000,Diesel,Automatic,First,19.32,2987,224.0,7.0,49.0,Mercedes-Benz,GL-Class,6
Jaipur,2016,19000,Diesel,Manual,First,26.645500000000002,2498,105.0,6.0,9.25,Mahindra,Thar,4
Mumbai,2011,74000,Diesel,Manual,Second,35.9352,1582,126.3,5.0,3.75,Hyundai,Verna,9
Coimbatore,2017,30279,Diesel,Manual,First,42.02100000000001,1498,99.0,5.0,7.29,Ford,Aspire,3
Mumbai,2016,20000,Diesel,Automatic,First,33.327,1496,113.98,4.0,23.5,Mini,Cooper,4
Hyderabad,2013,34834,Petrol,Manual,First,22.540000000000003,796,35.0,5.0,2.6,Maruti,Omni,7
Pune,2015,90000,Diesel,Manual,Second,33.85830000000001,1461,65.0,5.0,3.1,Mahindra,Verito,5
Coimbatore,2016,38730,Diesel,Automatic,First,22.878100000000003,2143,203.0,5.0,29.98,Mercedes-Benz,E-Class,4
Kochi,2016,57390,Diesel,Manual,First,30.606100000000005,1461,108.45,5.0,6.73,Renault,Duster,4
Kolkata,2016,100000,Diesel,Manual,First,37.674,1248,74.0,5.0,3.5,Maruti,Swift,4
Kolkata,2011,50000,Petrol,Manual,First,26.5167,1198,73.9,5.0,2.35,Volkswagen,Polo,9
Coimbatore,2017,64961,Diesel,Manual,First,25.76,2179,140.0,7.0,16.13,Mahindra,XUV500,3
Coimbatore,2014,72465,Petrol,Manual,First,26.5167,1198,74.0,5.0,5.9,Volkswagen,Polo,6
Hyderabad,2012,68776,Petrol,Manual,First,33.971000000000004,1197,85.8,5.0,3.9,Maruti,Ritz,8
Pune,2005,150000,Petrol,Manual,First,23.667,1598,,5.0,1.5,Chevrolet,Optra,15
Delhi,2012,68000,Diesel,Manual,First,20.608000000000004,2494,102.0,7.0,6.95,Toyota,Innova,8
Delhi,2015,33000,Diesel,Manual,First,41.86,1498,98.6,5.0,7.0,Honda,City,5
Coimbatore,2017,22389,Petrol,Manual,First,27.37,1198,73.75,5.0,7.23,Volkswagen,Ameo,3
Mumbai,2012,90000,Diesel,Manual,First,34.615,1248,88.8,5.0,3.81,Maruti,SX4,8
Chennai,2012,42000,Petrol,Manual,Third,29.946000000000005,1197,85.8,5.0,4.5,Maruti,Swift,8
Pune,2017,38767,Diesel,Manual,First,31.668700000000005,1582,126.2,5.0,12.6,Hyundai,Creta,3
Bangalore,2015,21000,Diesel,Automatic,First,19.4327,2967,241.4,7.0,48.0,Audi,Q7,5
Coimbatore,2010,59136,Petrol,Manual,First,31.717000000000002,796,46.3,5.0,2.96,Maruti,Alto,10
Kolkata,2014,36000,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,3.25,Honda,Amaze,6
Chennai,2011,95000,Diesel,Automatic,Second,29.5113,1968,167.7,5.0,8.5,Volkswagen,Passat,9
Mumbai,2013,51000,Diesel,Automatic,First,31.395000000000003,1582,126.24,5.0,8.75,Hyundai,Elantra,7
Kochi,2011,36411,Petrol,Manual,First,30.429,998,67.1,5.0,3.08,Maruti,Wagon,9
Mumbai,2017,40000,Diesel,Automatic,First,20.624100000000002,1999,148.31,7.0,41.5,Land,Rover,3
Pune,2016,27300,Petrol,Manual,First,28.658,1497,117.3,5.0,7.0,Honda,City,4
Kochi,2011,29813,Petrol,Automatic,Second,23.7314,1991,181.03,5.0,11.5,Mercedes-Benz,New,9
Pune,2011,71000,Petrol,Manual,First,33.021100000000004,998,67.04,5.0,2.6,Maruti,Wagon,9
Kolkata,2014,32000,Diesel,Manual,First,35.9352,1582,126.3,5.0,4.3,Hyundai,Verna,6
Mumbai,2017,19234,CNG,Manual,First,17.5,1373,80.46,7.0,8.35,Maruti,Ertiga,3
Jaipur,2017,50510,Diesel,Automatic,First,27.4666,1968,141.0,5.0,24.9,Volkswagen,Tiguan,3
Pune,2011,102000,Diesel,Automatic,First,24.2466,1995,177.0,5.0,13.75,BMW,X1,9
Kolkata,2014,42277,Diesel,Manual,First,38.64,1186,73.97,5.0,3.85,Hyundai,Grand,6
Mumbai,2014,46000,Diesel,Automatic,First,20.93,2143,201.1,5.0,23.25,Mercedes-Benz,E-Class,6
Chennai,2012,35000,Diesel,Manual,First,21.896,2523,,7.0,7.0,Mahindra,Bolero,8
Bangalore,2015,50000,Petrol,Manual,First,30.429,1197,82.0,5.0,5.75,Hyundai,Grand,5
Mumbai,2008,62000,Petrol,Manual,Second,32.7796,1197,78.9,5.0,1.65,Hyundai,i10,12
Mumbai,2012,78000,Diesel,Manual,First,31.121299999999998,1968,138.1,5.0,6.5,Volkswagen,Jetta,8
Chennai,2011,79000,Diesel,Manual,First,28.448700000000006,1968,138.08,5.0,7.5,Skoda,Yeti,9
Kochi,2019,6773,Diesel,Automatic,First,23.747500000000002,2967,245.0,7.0,72.94,Audi,Q7,1
Chennai,2010,135000,Diesel,Manual,Second,18.515,2982,171.0,7.0,11.0,Toyota,Fortuner,10
Kochi,2013,36716,Petrol,Manual,First,30.429,1061,67.0,5.0,3.02,Maruti,Wagon,7
Coimbatore,2013,65060,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,3.32,Hyundai,EON,7
Delhi,2013,33000,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,3.24,Honda,Brio,7
Kolkata,2015,11110,Petrol,Manual,First,36.611399999999996,796,47.3,5.0,2.35,Maruti,Alto,5
Jaipur,2013,63000,Diesel,Manual,First,25.695600000000002,2523,62.1,7.0,5.5,Mahindra,Bolero,7
Mumbai,2015,27030,Petrol,Manual,First,28.658,1497,117.3,5.0,6.75,Honda,City,5
Mumbai,2015,19600,Petrol,Manual,First,24.150000000000002,1598,103.52,5.0,6.15,Skoda,Rapid,5
Pune,2016,27755,Petrol,Manual,First,35.42,1197,81.8,5.0,5.45,Maruti,Swift,4
Hyderabad,2013,20000,Petrol,Manual,Second,33.971000000000004,814,55.2,5.0,2.3,Hyundai,EON,7
Kochi,2015,24782,Petrol,Manual,First,33.56850000000001,1197,83.14,5.0,6.21,Maruti,Swift,5
Coimbatore,2014,47303,Petrol,Automatic,First,31.137400000000003,1198,76.0,5.0,5.21,Nissan,Micra,6
Delhi,2008,71000,Petrol,Automatic,First,13.363000000000001,4134,250.0,7.0,11.99,Audi,Q7,12
Pune,2010,135000,Diesel,Manual,First,28.658,1248,75.0,5.0,3.1,Maruti,Swift,10
Jaipur,2017,1000,Diesel,Manual,First,21.7189,2179,138.03,5.0,7.5,Tata,Xenon,3
Kolkata,2016,29000,Diesel,Manual,First,32.4254,1498,88.8,5.0,4.0,Volkswagen,Polo,4
Kochi,2016,36367,Petrol,Manual,First,28.658,1497,117.3,5.0,7.73,Honda,City,4
Bangalore,2015,38000,Petrol,Manual,First,28.014,1497,117.3,5.0,7.8,Honda,City,5
Hyderabad,2011,83969,Petrol,Manual,First,25.921000000000003,796,37.0,4.0,1.3,Maruti,800,9
Jaipur,2014,82621,Diesel,Manual,First,32.4254,1498,88.8,5.0,4.42,Volkswagen,Polo,6
Pune,2009,89000,Diesel,Automatic,First,20.125,1991,147.9,7.0,4.0,Chevrolet,Captiva,11
Kolkata,2016,54000,Diesel,Manual,First,25.76,2179,140.0,7.0,13.0,Mahindra,XUV500,4
Kochi,2015,61691,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,5.38,Honda,Amaze,5
Chennai,2011,32200,Petrol,Manual,Second,27.37,1197,80.0,5.0,3.25,Hyundai,i20,9
Jaipur,2016,68630,Petrol,Automatic,First,33.021100000000004,998,67.0,5.0,3.87,Maruti,Wagon,4
Mumbai,2014,61000,Diesel,Automatic,Second,27.305600000000002,1968,138.03,5.0,8.25,Volkswagen,Jetta,6
Mumbai,2018,32644,Petrol,Manual,First,33.3753,1373,91.1,5.0,9.28,Maruti,Ciaz,2
Delhi,2012,85000,Diesel,Automatic,First,18.9819,2179,120.0,7.0,6.25,Mahindra,Scorpio,8
Mumbai,2008,75000,Petrol,Manual,Second,24.5686,1150,74.9,5.0,1.15,Chevrolet,Aveo,12
Kochi,2016,40347,Petrol,Manual,First,33.3753,1373,91.2,5.0,7.8,Maruti,Ciaz,4
Hyderabad,2012,60788,Diesel,Manual,First,37.03,1396,90.0,5.0,4.5,Hyundai,i20,8
Kochi,2018,18664,Petrol,Manual,First,30.107,1199,88.7,5.0,7.56,Honda,Jazz,2
Coimbatore,2017,57847,Diesel,Manual,First,25.76,2179,140.0,7.0,16.08,Mahindra,XUV500,3
Bangalore,2012,52237,Petrol,Manual,First,27.37,1197,80.0,5.0,4.5,Hyundai,i20,8
Chennai,2012,128000,Diesel,Manual,First,35.9352,1582,126.32,5.0,5.0,Hyundai,Verna,8
Delhi,2011,54000,Petrol,Manual,First,31.894099999999998,1086,68.05,5.0,2.2,Hyundai,i10,9
Bangalore,2014,49800,Petrol,Automatic,First,37.191,998,67.04,5.0,4.0,Maruti,Celerio,6
Kolkata,2012,98000,Diesel,Manual,First,33.5846,1199,73.9,5.0,2.51,Skoda,Fabia,8
Delhi,2015,60095,Diesel,Manual,First,40.572,1248,74.0,5.0,4.75,Maruti,Swift,5
Pune,2008,68000,Petrol,Manual,Second,25.76,1086,66.7,5.0,2.0,Hyundai,i10,12
Jaipur,2010,81402,Petrol,Manual,Second,32.7796,1197,78.9,5.0,2.1,Hyundai,i10,10
Mumbai,2013,38000,Petrol,Automatic,First,26.565,1499,110.0,5.0,6.25,Ford,Ecosport,7
Kochi,2011,92239,Diesel,Automatic,Second,18.515,2987,210.0,5.0,10.6,Mercedes-Benz,E-Class,9
Ahmedabad,2017,49224,Diesel,Manual,First,40.572,1248,74.0,5.0,6.0,Maruti,Swift,3
Jaipur,2004,12000,Petrol,Manual,Second,25.921000000000003,796,37.0,4.0,0.45,Maruti,800,16
Pune,2010,54898,Petrol,Manual,Third,25.921000000000003,1298,88.2,5.0,2.5,Maruti,Swift,10
Mumbai,2018,2500,Petrol,Manual,First,24.6169,1591,121.3,5.0,12.75,Hyundai,Creta,2
Kochi,2017,32838,Diesel,Automatic,First,27.4505,1995,190.0,5.0,30.29,BMW,X1,3
Hyderabad,2006,27076,Petrol,Manual,First,22.218000000000004,1299,70.0,5.0,1.6,Ford,Ikon,14
Kochi,2017,75445,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,7.54,Ford,Ecosport,3
Kochi,2015,46601,Petrol,Manual,First,33.3753,1373,91.1,5.0,6.84,Maruti,Ciaz,5
Kolkata,2012,72000,Diesel,Automatic,First,29.5113,1968,167.7,5.0,6.0,Volkswagen,Passat,8
Pune,2017,27000,Diesel,Manual,First,43.953,1498,98.6,5.0,8.0,Honda,Jazz,3
Coimbatore,2016,68193,Diesel,Automatic,First,27.5471,1968,174.33,5.0,24.74,Audi,A4,4
Kochi,2017,34429,Diesel,Manual,First,38.64,1120,70.0,5.0,5.5,Hyundai,Grand,3
Delhi,2013,46000,Diesel,Automatic,First,19.32,2987,224.0,7.0,36.0,Mercedes-Benz,GL-Class,7
Coimbatore,2013,80544,Diesel,Manual,First,20.9139,2494,100.6,7.0,11.79,Toyota,Innova,7
Jaipur,2011,42000,Petrol,Manual,Second,27.2895,1498,97.7,5.0,3.0,Nissan,Sunny,9
Bangalore,2011,94821,Diesel,Automatic,Second,32.2,1968,138.1,5.0,6.75,Skoda,Laura,9
Jaipur,2006,100000,Petrol,Manual,First,23.3289,1399,92.7,5.0,1.4,Chevrolet,Aveo,14
Mumbai,2014,57000,Diesel,Manual,First,38.962,1498,98.6,7.0,5.75,Honda,Mobilio,6
Hyderabad,2010,79894,Diesel,Manual,First,33.971000000000004,1248,73.9,5.0,3.4,Maruti,Ritz,10
Coimbatore,2011,44748,Petrol,Manual,Second,26.5167,1198,73.9,5.0,4.89,Volkswagen,Polo,9
Mumbai,2013,31000,Petrol,Manual,First,21.3164,1598,102.5,5.0,4.95,Nissan,Terrano,7
Coimbatore,2013,60587,Petrol,Automatic,Second,27.3378,998,66.1,5.0,3.49,Maruti,A-Star,7
Pune,2011,32000,Diesel,Manual,First,37.9799,1364,,5.0,3.85,Toyota,Etios,9
Pune,2014,43772,Petrol,Manual,First,27.37,1497,118.0,5.0,6.35,Honda,City,6
Coimbatore,2017,23576,Petrol,Automatic,First,30.429,1197,82.0,5.0,7.08,Hyundai,Grand,3
Hyderabad,2017,4000,Diesel,Automatic,First,21.896,1999,177.0,5.0,38.0,Jaguar,XE,3
Kolkata,2012,62000,Diesel,Manual,First,19.4005,2179,120.0,8.0,6.25,Mahindra,Scorpio,8
Mumbai,2011,36000,Petrol,Automatic,First,18.901400000000002,1796,186.0,5.0,10.15,Mercedes-Benz,New,9
Delhi,2014,80000,Petrol,Automatic,First,22.057,1798,157.75,5.0,10.75,Skoda,Superb,6
Pune,2012,137008,Diesel,Automatic,First,29.141000000000005,1991,147.9,4.0,4.65,Chevrolet,Cruze,8
Delhi,2010,61001,Diesel,Manual,First,19.4005,2179,120.0,8.0,4.75,Mahindra,Scorpio,10
Coimbatore,2015,52191,Petrol,Manual,First,27.531000000000002,1591,121.3,5.0,7.78,Hyundai,Verna,5
Hyderabad,2016,77076,Diesel,Manual,First,37.03,1396,90.0,5.0,6.75,Hyundai,i20,4
Hyderabad,2008,56000,Petrol,Automatic,First,26.404,1497,78.0,5.0,2.99,Honda,City,12
Kolkata,2013,21000,Petrol,Manual,First,32.7796,1197,78.9,5.0,2.35,Hyundai,i10,7
Delhi,2013,89429,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,3.65,Honda,Amaze,7
Delhi,2012,45631,Petrol,Manual,Second,36.225,998,67.04,5.0,2.74,Maruti,Wagon,8
Jaipur,2013,53959,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,3.5,Honda,Brio,7
Kochi,2014,55804,Petrol,Manual,First,27.37,1197,80.0,5.0,4.76,Hyundai,i20,6
Kochi,2016,25899,Petrol,Manual,First,24.2144,1598,103.2,5.0,6.2,Volkswagen,Vento,4
Pune,2008,82000,Diesel,Manual,Second,30.107,1896,66.0,5.0,2.35,Skoda,Octavia,12
Mumbai,2014,52000,Diesel,Automatic,First,20.93,2143,204.0,5.0,24.5,Mercedes-Benz,E-Class,6
Pune,2013,20000,Petrol,Manual,First,21.3164,1598,102.57,5.0,6.0,Renault,Duster,7
Hyderabad,2017,31829,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,3.65,Hyundai,EON,3
Coimbatore,2016,18094,Petrol,Manual,Second,29.946000000000005,1197,85.8,5.0,6.26,Maruti,Swift,4
Jaipur,2011,80000,Diesel,Manual,Second,31.395000000000003,1461,,5.0,2.1,Nissan,Micra,9
Mumbai,2015,11964,Diesel,Automatic,First,21.284200000000002,2967,241.4,5.0,32.95,Audi,Q5,5
Coimbatore,2018,22684,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,7.8,Hyundai,i20,2
Bangalore,2014,43521,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,4.25,Honda,Brio,6
Kochi,2014,49386,Petrol,Manual,First,28.175,1298,85.8,5.0,4.86,Maruti,Swift,6
Delhi,2017,12248,Petrol,Manual,First,30.429,1197,81.86,5.0,4.9,Hyundai,Grand,3
Coimbatore,2014,67771,Diesel,Manual,First,18.8048,2498,112.0,8.0,7.06,Mahindra,Xylo,6
Delhi,2015,60007,Petrol,Automatic,First,27.7081,1798,189.0,4.0,4.5,Volkswagen,Polo,5
Coimbatore,2011,48624,Petrol,Manual,First,38.752700000000004,998,67.1,5.0,3.22,Maruti,Alto,9
Kolkata,2014,30000,Diesel,Manual,First,35.532700000000006,1199,73.9,5.0,3.25,Volkswagen,Polo,6
Delhi,2016,81605,Petrol,Manual,First,30.429,1197,82.0,5.0,4.53,Hyundai,Grand,4
Coimbatore,2017,32642,Diesel,Automatic,First,23.892400000000002,2143,170.0,5.0,34.78,Mercedes-Benz,New,3
Pune,2014,34200,Petrol,Automatic,First,25.3414,1591,121.3,5.0,6.5,Hyundai,Verna,6
Chennai,2010,72204,Petrol,Manual,First,25.277,1172,67.0,5.0,2.25,Fiat,Punto,10
Pune,2011,156347,Diesel,Manual,Second,20.9139,2494,100.0,8.0,8.0,Toyota,Innova,9
Kochi,2017,47357,Diesel,Automatic,First,29.7689,1493,100.0,7.0,8.37,Mahindra,TUV,3
Coimbatore,2015,61738,Diesel,Manual,First,32.4254,1498,88.8,5.0,5.39,Volkswagen,Polo,5
Kochi,2018,32586,Diesel,Automatic,First,36.192800000000005,1995,190.0,5.0,37.3,BMW,5,2
Coimbatore,2018,40129,Diesel,Automatic,First,18.6277,2987,254.79,5.0,70.8,Mercedes-Benz,GLE,2
Mumbai,2012,51000,Diesel,Automatic,First,18.901400000000002,2987,254.8,5.0,22.25,Mercedes-Benz,M-Class,8
Kochi,2018,10393,Petrol,Manual,First,30.429,1197,81.86,5.0,6.03,Hyundai,Grand,2
Mumbai,2011,46000,Petrol,Automatic,First,22.057,1798,157.75,5.0,4.9,Skoda,Superb,9
Chennai,2013,21000,Petrol,Automatic,First,27.2895,1197,78.9,5.0,3.96,Hyundai,i10,7
Hyderabad,2011,113562,Diesel,Manual,First,37.03,1396,90.0,5.0,4.6,Hyundai,i20,9
Mumbai,2011,100010,Diesel,Manual,Second,19.4005,2179,120.0,8.0,5.5,Mahindra,Scorpio,9
Mumbai,2013,63107,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,3.25,Honda,Brio,7
Jaipur,2017,58500,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,6.25,Hyundai,i20,3
Pune,2007,90000,Diesel,Manual,Fourth & Above,17.549000000000003,2499,143.0,7.0,3.0,Ford,Endeavour,13
Chennai,2011,108242,Diesel,Manual,First,27.048000000000002,1493,110.0,5.0,4.25,Hyundai,Verna,9
Pune,2011,146300,Diesel,Manual,First,18.515,2982,171.0,7.0,12.25,Toyota,Fortuner,9
Pune,2011,62943,Diesel,Automatic,Second,27.4505,1995,184.0,5.0,10.95,BMW,X1,9
Delhi,2013,65000,Diesel,Automatic,First,20.2055,2982,168.5,7.0,16.5,Toyota,Fortuner,7
Pune,2018,1700,Petrol,Automatic,First,30.590000000000003,1199,88.76,5.0,7.8,Honda,Amaze,2
Kochi,2013,34697,Petrol,Manual,First,31.894099999999998,1086,68.05,5.0,3.7,Hyundai,i10,7
Hyderabad,2012,58000,Petrol,Manual,First,27.37,1197,80.0,5.0,4.0,Hyundai,i20,8
Mumbai,2015,32500,Diesel,Automatic,First,31.539900000000003,1995,187.74,5.0,26.75,BMW,3,5
Coimbatore,2016,58661,Diesel,Automatic,First,24.4237,1968,181.0,5.0,28.03,Audi,Q3,4
Kochi,2017,37124,Petrol,Manual,First,32.844,1197,81.8,5.0,5.44,Maruti,Swift,3
Delhi,2017,44000,Petrol,Automatic,First,34.454,1197,83.1,5.0,6.2,Maruti,Baleno,3
Kolkata,2005,45200,Petrol,Manual,First,21.252,1495,94.0,5.0,0.9,Hyundai,Accent,15
Mumbai,2016,11000,Petrol,Manual,First,29.785,1197,85.8,5.0,3.95,Maruti,Ritz,4
Pune,2011,65000,Petrol,Manual,Second,41.86,624,35.0,4.0,0.44,Tata,Nano,9
Ahmedabad,2012,55005,Diesel,Manual,First,32.2,1399,68.0,5.0,2.75,Ford,Figo,8
Hyderabad,2011,81650,Diesel,Automatic,First,29.5113,1968,167.7,5.0,7.5,Volkswagen,Passat,9
Chennai,2010,160000,Diesel,Manual,Second,30.590000000000003,1248,93.0,5.0,2.5,Fiat,Linea,10
Hyderabad,2015,169000,Diesel,Manual,First,24.0695,2489,93.7,7.0,5.0,Mahindra,Xylo,5
Hyderabad,2013,67263,Petrol,Manual,First,30.429,998,67.1,5.0,3.6,Maruti,Wagon,7
Kochi,2012,44223,Petrol,Manual,First,28.336000000000006,1496,88.7,5.0,3.99,Toyota,Etios,8
Coimbatore,2015,36840,Petrol,Manual,First,30.429,1197,82.0,5.0,5.64,Hyundai,Grand,5
Pune,2014,160000,Diesel,Manual,First,20.9139,2494,100.0,8.0,12.0,Toyota,Innova,6
Kolkata,2008,133000,Diesel,Manual,First,27.048000000000002,1405,62.0,5.0,0.7,Tata,Indica,12
Mumbai,2015,69123,Diesel,Automatic,First,30.3968,1995,184.0,5.0,19.0,BMW,3,5
Delhi,2017,38000,Diesel,Automatic,First,17.5651,3198,197.0,7.0,30.48,Ford,Endeavour,3
Mumbai,2017,5500,Petrol,Manual,First,34.7116,1462,103.25,5.0,8.2,Maruti,Ciaz,3
Kolkata,2015,1001,Diesel,Manual,First,41.5863,1498,99.0,5.0,7.55,Ford,Figo,5
Pune,2007,59000,Petrol,Manual,Third,24.5686,1150,74.9,5.0,0.99,Chevrolet,Aveo,13
Delhi,2011,78256,Petrol,Automatic,First,27.048000000000002,1497,118.0,5.0,4.15,Honda,City,9
Chennai,2016,90000,Petrol,Manual,First,27.2895,1498,97.6,5.0,6.2,Nissan,Sunny,4
Kolkata,2016,18000,Petrol,Manual,First,30.751000000000005,1197,85.8,5.0,4.4,Maruti,Swift,4
Kolkata,2012,60000,Diesel,Manual,First,32.2,1399,68.0,5.0,2.1,Ford,Figo,8
Jaipur,2011,130000,Diesel,Manual,First,32.683,1248,75.0,5.0,2.2,Fiat,Grande,9
Coimbatore,2018,32851,Petrol,Manual,First,29.946000000000005,1197,81.86,5.0,8.34,Hyundai,Elite,2
Kolkata,2014,32000,Diesel,Manual,First,37.674,1248,74.0,5.0,4.35,Maruti,Swift,6
Hyderabad,2014,62700,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,6.8,Ford,Ecosport,6
Jaipur,2010,71000,Diesel,Manual,First,31.073000000000004,1248,73.9,5.0,3.3,Maruti,Swift,10
Kochi,2016,19947,Petrol,Manual,First,30.429,1197,82.0,5.0,5.04,Hyundai,Grand,4
Hyderabad,2012,91000,Diesel,Automatic,First,18.354000000000003,2953,153.86,7.0,9.2,Ford,Endeavour,8
Hyderabad,2014,74000,Diesel,Manual,First,35.532700000000006,1199,73.9,5.0,5.7,Volkswagen,Polo,6
Kochi,2018,55594,Diesel,Manual,First,29.7689,1493,100.0,7.0,8.48,Mahindra,TUV,2
Hyderabad,2013,58000,Diesel,Automatic,First,18.032,2993,306.0,4.0,48.0,BMW,X6,7
Hyderabad,2012,110224,Diesel,Manual,First,30.606100000000005,1461,108.45,5.0,6.1,Renault,Duster,8
Ahmedabad,2010,21002,Petrol,Manual,First,36.225,998,67.04,5.0,2.75,Maruti,Wagon,10
Pune,2017,121000,Diesel,Manual,First,39.4772,1248,88.5,7.0,8.0,Maruti,Ertiga,3
Jaipur,2010,73513,Petrol,Manual,First,31.717000000000002,796,46.3,5.0,1.85,Maruti,Alto,10
Jaipur,2015,34000,Petrol,Automatic,First,33.021100000000004,998,67.0,5.0,3.85,Maruti,Wagon,5
Coimbatore,2017,28371,Petrol,Manual,First,24.311,1196,73.0,7.0,4.74,Maruti,Eeco,3
Kochi,2013,74755,Diesel,Manual,First,31.556000000000004,1461,108.45,5.0,5.63,Renault,Duster,7
Kochi,2011,25805,Petrol,Manual,First,29.302,1061,64.0,5.0,2.62,Maruti,Zen,9
Kochi,2015,82603,Petrol,Manual,First,21.026600000000002,1598,102.53,5.0,4.9,Renault,Duster,5
Chennai,2006,110000,Petrol,Manual,First,21.735000000000003,1799,130.0,5.0,2.65,Honda,Civic,14
Delhi,2012,88000,Diesel,Manual,First,25.76,2179,140.0,7.0,5.99,Mahindra,XUV500,8
Chennai,2011,110000,Diesel,Manual,Second,33.81,1461,64.1,5.0,2.4,Mahindra,Verito,9
Delhi,2017,15000,Petrol,Manual,First,34.937,999,67.0,5.0,4.25,Renault,KWID,3
Mumbai,2013,70000,Diesel,Automatic,First,24.3915,2967,240.0,5.0,40.0,Porsche,Cayenne,7
Pune,2008,150000,Diesel,Manual,Second,45.724000000000004,1248,74.0,5.0,2.7,Maruti,Swift,12
Hyderabad,2016,19000,Petrol,Manual,First,33.2143,1198,67.0,5.0,2.99,Datsun,GO,4
Chennai,2011,37442,Petrol,Manual,First,29.785,1197,80.0,5.0,3.4,Hyundai,i20,9
Coimbatore,2016,63111,Diesel,Automatic,Second,29.173200000000005,1995,190.0,5.0,30.8,BMW,5,4
Mumbai,2012,88000,Diesel,Manual,First,33.4397,1248,88.8,7.0,5.85,Maruti,Ertiga,8
Jaipur,2014,42355,Petrol,Manual,First,30.429,1197,82.0,5.0,4.0,Hyundai,Grand,6
Coimbatore,2011,75871,Petrol,Automatic,First,15.1823,2996,254.0,5.0,14.12,BMW,3,9
Mumbai,2011,65000,Diesel,Manual,First,28.819,1998,163.7,5.0,4.55,Chevrolet,Cruze,9
Jaipur,2011,79232,Diesel,Manual,First,33.971000000000004,1248,73.9,5.0,2.9,Maruti,Ritz,9
Kochi,2016,28470,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,6.95,Hyundai,i20,4
Kolkata,2014,9759,Petrol,Manual,First,32.683,998,68.05,5.0,2.75,Hyundai,EON,6
